Year,Name,Position,Date of Birth,Caps,Club
1986,Felix Magath,3MF,(1953-07-26)26 July 1953 (aged 32),37,Hamburger SV
1986,Karl-Heinz Rummenigge,4FW,(1955-09-25)25 September 1955 (aged 30),88,Internazionale
1986,Uli Stein,1GK,(1954-10-23)23 October 1954 (aged 31),6,Hamburger SV
1986,Karl Allgöwer,3MF,(1957-01-05)5 January 1957 (aged 29),10,VfB Stuttgart
1986,Thomas Berthold,2DF,(1964-11-12)12 November 1964 (aged 21),12,Eintracht Frankfurt
1986,Klaus Augenthaler,2DF,(1957-09-26)26 September 1957 (aged 28),11,Bayern Munich
1986,Olaf Thon,3MF,(1966-05-01)1 May 1966 (aged 20),10,Schalke 04
1986,Ditmar Jakobs,2DF,(1953-08-28)28 August 1953 (aged 32),14,Hamburger SV
1986,Uwe Rahn,3MF,(1962-05-21)21 May 1962 (aged 24),9,Borussia Mönchengladbach
1986,Klaus Allofs,4FW,(1956-12-05)5 December 1956 (aged 29),40,1. FC Köln
1986,Dieter Hoeneß,4FW,(1953-01-07)7 January 1953 (aged 33),4,Bayern Munich
1986,Wolfgang Rolff,3MF,(1959-12-26)26 December 1959 (aged 26),17,Hamburger SV
1986,Eike Immel,1GK,(1960-11-27)27 November 1960 (aged 25),4,Borussia Dortmund
1986,Peter Shilton,1GK,(1949-09-18)18 September 1949 (aged 36),81,Southampton
1986,Gary M. Stevens,2DF,(1963-03-27)27 March 1963 (aged 23),9,Everton
1986,Kenny Sansom,2DF,(1958-09-26)26 September 1958 (aged 27),65,Arsenal
1986,Glenn Hoddle,3MF,(1957-10-27)27 October 1957 (aged 28),33,Tottenham Hotspur
1986,Alvin Martin,2DF,(1958-07-29)29 July 1958 (aged 27),15,West Ham United
1986,Terry Butcher,2DF,(1958-12-28)28 December 1958 (aged 27),40,Ipswich Town
1986,Bryan Robson,3MF,(1957-01-11)11 January 1957 (aged 29),51,Manchester United
1986,Ray Wilkins,3MF,(1956-09-14)14 September 1956 (aged 29),80,Milan
1986,Mark Hateley,4FW,(1961-11-07)7 November 1961 (aged 24),18,Milan
1986,Gary Lineker,4FW,(1960-11-30)30 November 1960 (aged 25),13,Everton
1986,Chris Waddle,3MF,(1960-12-14)14 December 1960 (aged 25),16,Tottenham Hotspur
1986,Viv Anderson,2DF,(1956-07-29)29 July 1956 (aged 29),21,Arsenal
1986,Chris Woods,1GK,(1959-11-14)14 November 1959 (aged 26),4,Norwich City
1986,Terry Fenwick,2DF,(1959-11-17)17 November 1959 (aged 26),15,Queens Park Rangers
1986,Gary A. Stevens,2DF,(1962-03-30)30 March 1962 (aged 24),5,Tottenham Hotspur
1986,Peter Reid,3MF,(1956-06-20)20 June 1956 (aged 29),6,Everton
1986,Trevor Steven,3MF,(1963-09-21)21 September 1963 (aged 22),10,Everton
1986,Steve Hodge,3MF,(1962-10-25)25 October 1962 (aged 23),3,Aston Villa
1986,John Barnes,4FW,(1963-11-07)7 November 1963 (aged 22),27,Watford
1986,Peter Beardsley,4FW,(1961-01-18)18 January 1961 (aged 25),5,Newcastle United
1986,Kerry Dixon,4FW,(1961-07-24)24 July 1961 (aged 24),6,Chelsea
1986,Gary Bailey,1GK,(1958-08-09)9 August 1958 (aged 27),2,Manchester United
1986,Ezzaki Badou,1GK,(1959-04-02)2 April 1959 (aged 27),6,Wydad Casablanca
1986,Labid Khalifa,2DF,(1955-01-01)1 January 1955 (aged 31),1,Kenitra
1986,Abdelmajid Lamriss,2DF,(1959-02-12)12 February 1959 (aged 27),6,FAR Rabat
1986,Mustapha El Biyaz,2DF,(1960-12-12)12 December 1960 (aged 25),4,KAC Marrakesh
1986,Noureddine Bouyahyaoui,2DF,(1955-01-07)7 January 1955 (aged 31),6,Kenitra
1986,Abdelmajid Dolmy,3MF,(1953-04-19)19 April 1953 (aged 33),6,Raja Casablanca
1986,Mustafa El Haddaoui,3MF,(1961-07-28)28 July 1961 (aged 24),4,Lausanne
1986,Aziz Bouderbala,3MF,(1960-12-26)26 December 1960 (aged 25),2,Sion
1986,"Abdelkrim Merry ""Krimau""",4FW,(1955-01-13)13 January 1955 (aged 31),1,Le Havre
1986,Mohamed Timoumi,3MF,(1960-01-15)15 January 1960 (aged 26),5,FAR Rabat
1986,Mustafa Merry,4FW,(1958-04-21)21 April 1958 (aged 28),4,Valenciennes
1986,Salahdine Hmied,1GK,(1961-09-01)1 September 1961 (aged 24),?,FAR Rabat
1986,Abdelfettah Rhiati,4FW,(1963-02-25)25 February 1963 (aged 23),1,Maghreb Fez
1986,Lahcen Ouadani,2DF,(1959-07-14)14 July 1959 (aged 26),3,FAR Rabat
1986,Mouncif El Haddaoui,3MF,(1964-10-21)21 October 1964 (aged 21),?,AS Sale
1986,Azzedine Amanallah,3MF,(1956-04-07)7 April 1956 (aged 30),?,Besançon
1986,Abderrazak Khairi,4FW,(1962-11-20)20 November 1962 (aged 23),1,FAR Rabat
1986,Mohammed Sahil,3MF,(1963-10-11)11 October 1963 (aged 22),?,KAC Marrakesh
1986,Fadel Jilal,3MF,(1964-03-04)4 March 1964 (aged 22),0,Wydad Casablanca
1986,Abdellah Bidane,2DF,(1965-09-10)10 September 1965 (aged 20),?,CODM Meknes
1986,Abdelaziz Souleimani,3MF,(1958-04-30)30 April 1958 (aged 28),1,Maghreb Fez
1986,Abdelfettah Mouddani,1GK,(1956-07-30)30 July 1956 (aged 29),?,Kenitra
1986,Józef Młynarczyk,1GK,(1953-09-20)20 September 1953 (aged 32),38,Porto
1986,Kazimierz Przybyś,2DF,(1960-07-11)11 July 1960 (aged 25),9,Widzew Łódź
1986,Władysław Żmuda,2DF,(1954-06-06)6 June 1954 (aged 31),90,Cremonese
1986,Marek Ostrowski,2DF,(1959-11-22)22 November 1959 (aged 26),26,Pogoń Szczecin
1986,Roman Wójcicki,2DF,(1958-01-08)8 January 1958 (aged 28),49,Widzew Łódź
1986,Waldemar Matysik,3MF,(1961-09-27)27 September 1961 (aged 24),42,Górnik Zabrze
1986,Ryszard Tarasiewicz,3MF,(1962-04-27)27 April 1962 (aged 24),12,Śląsk Wrocław
1986,Jan Urban,4FW,(1962-05-14)14 May 1962 (aged 24),13,Górnik Zabrze
1986,Jan Karaś,3MF,(1959-03-17)17 March 1959 (aged 27),6,Legia Warsaw
1986,Stefan Majewski,2DF,(1956-01-31)31 January 1956 (aged 30),36,1. FC Kaiserslautern
1986,Włodzimierz Smolarek,3MF,(1957-07-16)16 July 1957 (aged 28),48,Widzew Łódź
1986,Jacek Kazimierski,1GK,(1959-08-17)17 August 1959 (aged 26),16,Legia Warsaw
1986,Ryszard Komornicki,3MF,(1959-08-14)14 August 1959 (aged 26),14,Górnik Zabrze
1986,Dariusz Kubicki,2DF,(1963-06-06)6 June 1963 (aged 22),11,Legia Warsaw
1986,Andrzej Buncol,3MF,(1959-09-21)21 September 1959 (aged 26),49,Legia Warsaw
1986,Andrzej Pałasz,3MF,(1960-07-22)22 July 1960 (aged 25),34,Górnik Zabrze
1986,Andrzej Zgutczyński,4FW,(1958-01-01)1 January 1958 (aged 28),4,Górnik Zabrze
1986,Krzysztof Pawlak,2DF,(1958-02-12)12 February 1958 (aged 28),22,Lech Poznań
1986,Józef Wandzik,1GK,(1963-08-13)13 August 1963 (aged 22),3,Górnik Zabrze
1986,Zbigniew Boniek,3MF,(1956-03-03)3 March 1956 (aged 30),74,Roma
1986,Dariusz Dziekanowski,4FW,(1962-09-30)30 September 1962 (aged 23),33,Legia Warsaw
1986,Jan Furtok,4FW,(1962-03-09)9 March 1962 (aged 24),4,GKS Katowice
1986,Manuel Bento,1GK,(1948-06-25)25 June 1948 (aged 37),62,Benfica
1986,João Pinto,2DF,(1961-11-21)21 November 1961 (aged 24),22,Porto
1986,António Sousa,3MF,(1957-04-28)28 April 1957 (aged 29),17,Sporting CP
1986,José Ribeiro,3MF,(1957-11-02)2 November 1957 (aged 28),2,Boavista
1986,Álvaro,2DF,(1961-01-03)3 January 1961 (aged 25),11,Benfica
1986,Carlos Manuel,3MF,(1958-01-15)15 January 1958 (aged 28),39,Benfica
1986,Jaime Pacheco,3MF,(1958-07-22)22 July 1958 (aged 27),21,Sporting CP
1986,Frederico,2DF,(1957-04-06)6 April 1957 (aged 29),5,Boavista
1986,Fernando Gomes,4FW,(1956-11-22)22 November 1956 (aged 29),42,Porto
1986,Paulo Futre,4FW,(1966-02-28)28 February 1966 (aged 20),10,Porto
1986,Fernando Bandeirinha,2DF,(1962-11-26)26 November 1962 (aged 23),0,Académica de Coimbra
1986,Jorge Martins,1GK,(1954-08-22)22 August 1954 (aged 31),0,Belenenses
1986,António Morato,2DF,(1964-11-06)6 November 1964 (aged 21),4,Sporting CP
1986,Jaime Magalhães,3MF,(1962-07-10)10 July 1962 (aged 23),7,Porto
1986,António Oliveira,2DF,(1958-06-08)8 June 1958 (aged 27),1,Benfica
1986,José António,2DF,(1957-10-29)29 October 1957 (aged 28),2,Belenenses
1986,Diamantino,3MF,(1959-08-03)3 August 1959 (aged 26),19,Benfica
1986,Luís Sobrinho,2DF,(1961-05-05)5 May 1961 (aged 25),0,Belenenses
1986,Rui Águas,4FW,(1960-04-28)28 April 1960 (aged 26),3,Benfica
1986,Augusto Inácio,2DF,(1955-02-01)1 February 1955 (aged 31),22,Porto
1986,António André,3MF,(1957-12-24)24 December 1957 (aged 28),5,Porto
1986,Vítor Damas,1GK,(1947-10-08)8 October 1947 (aged 38),27,Sporting CP
1990,Klaus Lindenberger,1GK,(1957-05-28)28 May 1957 (aged 33),37,Swarovski Tirol
1990,Ernst Aigner,2DF,(1966-10-31)31 October 1966 (aged 23),7,Austria Vienna
1990,Robert Pecl,2DF,(1965-11-15)15 November 1965 (aged 24),19,Rapid Vienna
1990,Anton Pfeffer,2DF,(1965-08-17)17 August 1965 (aged 24),21,Austria Vienna
1990,Peter Schöttel,2DF,(1967-03-26)26 March 1967 (aged 23),11,Rapid Vienna
1990,Manfred Zsak,3MF,(1964-12-22)22 December 1964 (aged 25),28,Austria Vienna
1990,Kurt Russ,2DF,(1964-11-23)23 November 1964 (aged 25),20,First Vienna FC
1990,Peter Artner,2DF,(1966-05-20)20 May 1966 (aged 24),21,Admira Wacker
1990,Toni Polster,4FW,(1964-03-10)10 March 1964 (aged 26),36,Sevilla
1990,Manfred Linzmaier,3MF,(1962-08-27)27 August 1962 (aged 27),19,Swarovski Tirol
1990,Alfred Hörtnagl,3MF,(1966-09-24)24 September 1966 (aged 23),10,Swarovski Tirol
1990,Michael Baur,3MF,(1969-04-16)16 April 1969 (aged 21),1,Swarovski Tirol
1990,Andreas Ogris,4FW,(1964-10-07)7 October 1964 (aged 25),28,Austria Vienna
1990,Gerhard Rodax,4FW,(1965-08-29)29 August 1965 (aged 24),16,Admira Wacker
1990,Christian Keglevits,4FW,(1961-01-29)29 January 1961 (aged 29),15,Rapid Vienna
1990,Andreas Reisinger,3MF,(1963-10-14)14 October 1963 (aged 26),6,Rapid Vienna
1990,Heimo Pfeifenberger,4FW,(1966-12-29)29 December 1966 (aged 23),3,Rapid Vienna
1990,Michael Streiter,2DF,(1966-01-19)19 January 1966 (aged 24),8,Swarovski Tirol
1990,Gerald Glatzmayer,3MF,(1968-12-14)14 December 1968 (aged 21),5,First Vienna FC
1990,Andi Herzog,3MF,(1968-09-10)10 September 1968 (aged 21),16,Rapid Vienna
1990,Michael Konsel,1GK,(1962-03-06)6 March 1962 (aged 28),5,Rapid Vienna
1990,Otto Konrad,1GK,(1964-11-01)1 November 1964 (aged 25),2,Sturm Graz
1990,Jan Stejskal,1GK,(1962-01-15)15 January 1962 (aged 28),16,Sparta Prague
1990,Július Bielik,2DF,(1962-03-08)8 March 1962 (aged 28),16,Sparta Prague
1990,Miroslav Kadlec,2DF,(1964-06-22)22 June 1964 (aged 25),20,TJ Vítkovice
1990,Ivan Hašek,3MF,(1963-09-06)6 September 1963 (aged 26),42,Sparta Prague
1990,Ján Kocian,2DF,(1958-03-13)13 March 1958 (aged 32),13,FC St. Pauli
1990,František Straka,2DF,(1958-05-21)21 May 1958 (aged 32),32,Borussia Mönchengladbach
1990,Michal Bílek,3MF,(1965-04-13)13 April 1965 (aged 25),20,Sparta Prague
1990,Jozef Chovanec,3MF,(1960-03-07)7 March 1960 (aged 30),42,PSV
1990,Luboš Kubík,2DF,(1964-01-20)20 January 1964 (aged 26),21,Fiorentina
1990,Tomáš Skuhravý,4FW,(1965-09-07)7 September 1965 (aged 24),22,Sparta Prague
1990,Ľubomír Moravčík,3MF,(1965-06-22)22 June 1965 (aged 24),16,Plastika Nitra
1990,Peter Fieber,2DF,(1964-05-16)16 May 1964 (aged 26),3,Dunajská Streda
1990,Jiří Němec,3MF,(1966-05-15)15 May 1966 (aged 24),1,Dukla Prague
1990,Vladimír Weiss,3MF,(1964-09-22)22 September 1964 (aged 25),15,Inter Bratislava
1990,Vladimír Kinier,2DF,(1958-04-06)6 April 1958 (aged 32),9,Slovan Bratislava
1990,Viliam Hýravý,4FW,(1962-11-26)26 November 1962 (aged 27),10,Baník Ostrava
1990,Ivo Knoflíček,4FW,(1962-02-23)23 February 1962 (aged 28),28,FC St. Pauli
1990,Milan Luhový,4FW,(1963-01-01)1 January 1963 (aged 27),28,Sporting Gijón
1990,Stanislav Griga,4FW,(1961-11-04)4 November 1961 (aged 28),32,Feyenoord
1990,Václav Němeček,3MF,(1967-01-25)25 January 1967 (aged 23),17,Sparta Prague
1990,Luděk Mikloško,1GK,(1961-12-09)9 December 1961 (aged 28),32,West Ham United
1990,Peter Palúch,1GK,(1958-02-17)17 February 1958 (aged 32),0,Plastika Nitra
1990,Walter Zenga,1GK,(1960-04-28)28 April 1960 (aged 30),35,Internazionale
1990,Franco Baresi,2DF,(1960-05-08)8 May 1960 (aged 30),39,Milan
1990,Giuseppe Bergomi,2DF,(1963-12-22)22 December 1963 (aged 26),65,Internazionale
1990,Luigi De Agostini,2DF,(1961-04-07)7 April 1961 (aged 29),24,Juventus
1990,Ciro Ferrara,2DF,(1967-02-11)11 February 1967 (aged 23),16,Napoli
1990,Riccardo Ferri,2DF,(1963-08-20)20 August 1963 (aged 26),29,Internazionale
1990,Paolo Maldini,2DF,(1968-06-26)26 June 1968 (aged 21),19,Milan
1990,Pietro Vierchowod,2DF,(1959-04-06)6 April 1959 (aged 31),29,Sampdoria
1990,Carlo Ancelotti,3MF,(1959-06-10)10 June 1959 (aged 30),22,Milan
1990,Nicola Berti,3MF,(1967-04-14)14 April 1967 (aged 23),11,Internazionale
1990,Fernando De Napoli,3MF,(1964-03-15)15 March 1964 (aged 26),38,Napoli
1990,Stefano Tacconi,1GK,(1957-05-13)13 May 1957 (aged 33),5,Juventus
1990,Giuseppe Giannini,3MF,(1964-08-20)20 August 1964 (aged 25),34,Roma
1990,Giancarlo Marocchi,3MF,(1965-07-04)4 July 1965 (aged 24),7,Juventus
1990,Roberto Baggio,4FW,(1967-02-18)18 February 1967 (aged 23),8,Fiorentina
1990,Andrea Carnevale,4FW,(1961-01-12)12 January 1961 (aged 29),8,Napoli
1990,Roberto Donadoni,3MF,(1963-09-09)9 September 1963 (aged 26),29,Milan
1990,Roberto Mancini,4FW,(1964-11-27)27 November 1964 (aged 25),20,Sampdoria
1990,Salvatore Schillaci,4FW,(1964-12-01)1 December 1964 (aged 25),1,Juventus
1990,Aldo Serena,4FW,(1960-06-25)25 June 1960 (aged 29),18,Internazionale
1990,Gianluca Vialli,4FW,(1964-07-09)9 July 1964 (aged 25),42,Sampdoria
1990,Gianluca Pagliuca,1GK,(1966-12-18)18 December 1966 (aged 23),0,Sampdoria
1990,Tony Meola,1GK,(1969-02-21)21 February 1969 (aged 21),17,Virginia Cavaliers
1990,Steve Trittschuh,2DF,(1965-04-24)24 April 1965 (aged 25),29,Tampa Bay Rowdies
1990,John Doyle,2DF,(1966-03-16)16 March 1966 (aged 24),21,S.F. Bay Blackhawks
1990,Jimmy Banks,2DF,(1964-09-02)2 September 1964 (aged 25),26,Milwaukee Wave
1990,Mike Windischmann,2DF,(1965-12-06)6 December 1965 (aged 24),42,Albany Capitals
1990,John Harkes,3MF,(1967-03-08)8 March 1967 (aged 23),28,Albany Capitals
1990,Tab Ramos,3MF,(1966-09-21)21 September 1966 (aged 23),23,Figueres
1990,Brian Bliss,2DF,(1965-09-28)28 September 1965 (aged 24),23,Albany Capitals
1990,Christopher Sullivan,4FW,(1965-04-18)18 April 1965 (aged 25),15,Győri
1990,Peter Vermes,4FW,(1966-11-21)21 November 1966 (aged 23),20,Volendam
1990,Eric Wynalda,4FW,(1969-06-09)9 June 1969 (aged 20),13,S.F. Bay Blackhawks
1990,Paul Krumpe,2DF,(1963-03-04)4 March 1963 (aged 27),16,Real Santa Barbara
1990,Eric Eichmann,4FW,(1965-05-07)7 May 1965 (aged 25),21,Fort Lauderdale Strikers
1990,John Stollmeyer,3MF,(1962-10-25)25 October 1962 (aged 27),28,Washington Stars
1990,Desmond Armstrong,2DF,(1964-11-02)2 November 1964 (aged 25),14,Baltimore Blast
1990,Bruce Murray,4FW,(1966-01-25)25 January 1966 (aged 24),38,Washington Stars
1990,Marcelo Balboa,2DF,(1967-08-08)8 August 1967 (aged 22),18,San Diego Nomads
1990,Kasey Keller,1GK,(1969-11-29)29 November 1969 (aged 20),6,Portland Timbers
1990,Chris Henderson,3MF,(1970-12-11)11 December 1970 (aged 19),5,UCLA Bruins
1990,Paul Caligiuri,3MF,(1964-03-09)9 March 1964 (aged 26),33,SV Meppen
1990,Neil Covone,3MF,(1969-08-31)31 August 1969 (aged 20),5,Wake Forest Demon Deacons
1990,David Vanole,1GK,(1963-02-06)6 February 1963 (aged 27),13,Los Angeles Heat
1990,Nery Pumpido,1GK,(1957-07-30)30 July 1957 (aged 32),34,Real Betis
1990,Sergio Batista,3MF,(1962-11-09)9 November 1962 (aged 27),30,River Plate
1990,Abel Balbo,4FW,(1966-06-01)1 June 1966 (aged 24),6,Udinese
1990,José Basualdo,3MF,(1963-06-20)20 June 1963 (aged 26),10,VfB Stuttgart
1990,Edgardo Bauza,2DF,(1958-01-26)26 January 1958 (aged 32),1,Veracruz
1990,Gabriel Calderón,4FW,(1960-02-07)7 February 1960 (aged 30),16,Paris Saint-Germain
1990,Jorge Burruchaga,3MF,(1962-10-09)9 October 1962 (aged 27),52,Nantes
1990,Claudio Caniggia,4FW,(1967-01-09)9 January 1967 (aged 23),16,Atalanta
1990,Gustavo Dezotti,4FW,(1964-02-14)14 February 1964 (aged 26),1,Cremonese
1990,Diego Maradona,3MF,(1960-10-30)30 October 1960 (aged 29),73,Napoli
1990,Néstor Fabbri,2DF,(1968-04-29)29 April 1968 (aged 22),7,Racing Club
1990,Sergio Goycochea,1GK,(1963-10-17)17 October 1963 (aged 26),1,Millonarios
1990,Néstor Lorenzo,2DF,(1966-02-28)28 February 1966 (aged 24),12,Bari
1990,Ricardo Giusti,3MF,(1956-12-11)11 December 1956 (aged 33),47,Independiente
1990,Pedro Monzón,2DF,(1962-02-23)23 February 1962 (aged 28),10,Independiente
1990,Julio Olarticoechea,2DF,(1958-10-18)18 October 1958 (aged 31),19,Racing Club
1990,Roberto Sensini,2DF,(1966-10-12)12 October 1966 (aged 23),16,Udinese
1990,José Serrizuela,2DF,(1962-06-16)16 June 1962 (aged 27),1,River Plate
1990,Oscar Ruggeri,2DF,(1962-01-26)26 January 1962 (aged 28),50,Real Madrid
1990,Juan Simón,2DF,(1960-03-02)2 March 1960 (aged 30),3,Boca Juniors
1990,Pedro Troglio,3MF,(1965-07-28)28 July 1965 (aged 24),12,Lazio
1990,Fabián Cancelarich,1GK,(1965-12-20)20 December 1965 (aged 24),0,Ferro Carril Oeste
1990,Ángel Comizzo,1GK,(1962-04-27)27 April 1962 (aged 28),0,River Plate
1990,Joseph-Antoine Bell,1GK,(1954-10-08)8 October 1954 (aged 35),3,Bordeaux
1990,André Kana-Biyik,2DF,(1965-09-01)1 September 1965 (aged 24),41,Metz
1990,Jules Onana,3MF,(1964-06-12)12 June 1964 (aged 25),6,Canon Yaoundé
1990,Benjamin Massing,2DF,(1962-06-20)20 June 1962 (aged 27),0,Créteil
1990,Bertin Ebwellé,2DF,(1962-09-11)11 September 1962 (aged 27),16,Tonnerre Yaoundé
1990,Emmanuel Kundé,2DF,(1956-07-15)15 July 1956 (aged 33),82,Prévoyance Yaoundé
1990,François Omam-Biyik,4FW,(1966-05-21)21 May 1966 (aged 24),34,Stade Lavallois
1990,Émile Mbouh,3MF,(1966-05-30)30 May 1966 (aged 24),38,Chênois
1990,Roger Milla,4FW,(1952-05-20)20 May 1952 (aged 38),56,JS Saint-Pierroise
1990,Louis-Paul M'Fédé,3MF,(1961-02-26)26 February 1961 (aged 29),40,Canon Yaoundé
1990,Eugène Ekéké,4FW,(1960-05-30)30 May 1960 (aged 30),2,Valenciennes
1990,Alphonse Yombi,2DF,(1969-06-30)30 June 1969 (aged 20),?,Canon Yaoundé
1990,Jean-Claude Pagal,2DF,(1964-09-15)15 September 1964 (aged 25),0,La Roche Vendée
1990,Stephen Tataw,2DF,(1963-03-31)31 March 1963 (aged 27),29,Tonnerre Yaoundé
1990,Thomas Libiih,3MF,(1967-11-17)17 November 1967 (aged 22),0,Tonnerre Yaoundé
1990,Thomas N'Kono,1GK,(1956-07-20)20 July 1956 (aged 33),57,Espanyol
1990,Victor N'Dip,2DF,(1967-08-20)20 August 1967 (aged 22),16,Canon Yaoundé
1990,Bonaventure Djonkep,4FW,(1961-08-20)20 August 1961 (aged 28),49,Union Douala
1990,Roger Feutmba,3MF,(1968-10-31)31 October 1968 (aged 21),0,Union Douala
1990,Cyrille Makanaky,3MF,(1965-06-28)28 June 1965 (aged 24),0,Toulon
1990,Emmanuel Maboang,3MF,(1968-11-27)27 November 1968 (aged 21),0,Canon Yaoundé
1990,Jacques Songo'o,1GK,(1964-03-17)17 March 1964 (aged 26),38,Toulon
1990,Silviu Lung,1GK,(1956-09-09)9 September 1956 (aged 33),65,Steaua București
1990,Mircea Rednic,2DF,(1962-04-09)9 April 1962 (aged 28),74,Dinamo București
1990,Michael Klein,2DF,(1959-10-10)10 October 1959 (aged 30),78,Dinamo București
1990,Ioan Andone,2DF,(1960-03-15)15 March 1960 (aged 30),49,Dinamo București
1990,Iosif Rotariu,3MF,(1962-09-27)27 September 1962 (aged 27),11,Steaua București
1990,Gheorghe Popescu,2DF,(1967-10-09)9 October 1967 (aged 22),18,Universitatea Craiova
1990,Marius Lăcătuș,4FW,(1964-04-05)5 April 1964 (aged 26),38,Steaua București
1990,Ioan Sabău,3MF,(1968-02-12)12 February 1968 (aged 22),21,Dinamo București
1990,Rodion Cămătaru,4FW,(1958-06-22)22 June 1958 (aged 31),74,Charleroi
1990,Gheorghe Hagi,3MF,(1965-02-05)5 February 1965 (aged 25),59,Steaua București
1990,Dănuț Lupu,3MF,(1967-02-27)27 February 1967 (aged 23),7,Dinamo București
1990,Bogdan Stelea,1GK,(1967-12-05)5 December 1967 (aged 22),3,Dinamo București
1990,Adrian Popescu,2DF,(1960-06-26)26 June 1960 (aged 29),1,Universitatea Craiova
1990,Florin Răducioiu,4FW,(1970-03-17)17 March 1970 (aged 20),3,Dinamo București
1990,Dorin Mateuț,3MF,(1965-08-05)5 August 1965 (aged 24),45,Dinamo București
1990,Daniel Timofte,3MF,(1967-10-01)1 October 1967 (aged 22),4,Dinamo București
1990,Ilie Dumitrescu,4FW,(1969-01-06)6 January 1969 (aged 21),9,Steaua București
1990,Gabi Balint,4FW,(1963-01-03)3 January 1963 (aged 27),24,Steaua București
1990,Emil Săndoi,2DF,(1965-03-01)1 March 1965 (aged 25),8,Universitatea Craiova
1990,Zsolt Muzsnay,3MF,(1965-08-20)20 August 1965 (aged 24),6,Steaua București
1990,Ioan Lupescu,3MF,(1968-12-09)9 December 1968 (aged 21),4,Dinamo București
1990,Gheorghe Liliac,1GK,(1959-04-22)22 April 1959 (aged 31),2,Petrolul Ploiești
1990,Rinat Dasayev,1GK,(1957-06-13)13 June 1957 (aged 32),90,Sevilla
1990,Volodymyr Bezsonov,2DF,(1958-03-05)5 March 1958 (aged 32),77,Dynamo Kyiv
1990,Vagiz Khidiyatullin,2DF,(1959-03-03)3 March 1959 (aged 31),55,Toulouse
1990,Oleh Kuznetsov,2DF,(1963-03-22)22 March 1963 (aged 27),49,Dynamo Kyiv
1990,Anatoliy Demyanenko,2DF,(1959-02-19)19 February 1959 (aged 31),79,Dynamo Kyiv
1990,Vasyl Rats,3MF,(1961-04-25)25 April 1961 (aged 29),46,Dynamo Kyiv
1990,Sergei Aleinikov,3MF,(1961-11-07)7 November 1961 (aged 28),61,Juventus
1990,Gennadiy Lytovchenko,3MF,(1963-09-11)11 September 1963 (aged 26),54,Dynamo Kyiv
1990,Oleksandr Zavarov,3MF,(1961-04-20)20 April 1961 (aged 29),38,Juventus
1990,Oleh Protasov,4FW,(1964-02-04)4 February 1964 (aged 26),60,Dynamo Kyiv
1990,Igor Dobrovolski,4FW,(1967-08-27)27 August 1967 (aged 22),13,Dynamo Moscow
1990,Aleksandr Borodyuk,3MF,(1962-11-30)30 November 1962 (aged 27),5,Schalke 04
1990,Akhrik Tsveiba,2DF,(1966-09-10)10 September 1966 (aged 23),3,Dynamo Kyiv
1990,Volodymyr Lyutyi,4FW,(1962-04-24)24 April 1962 (aged 28),2,Schalke 04
1990,Ivan Yaremchuk,3MF,(1962-03-19)19 March 1962 (aged 28),16,Dynamo Kyiv
1990,Viktor Chanov,1GK,(1959-07-21)21 July 1959 (aged 30),21,Dynamo Kyiv
1990,Andrei Zygmantovich,3MF,(1962-12-02)2 December 1962 (aged 27),34,Dynamo Minsk
1990,Igor Shalimov,3MF,(1969-02-02)2 February 1969 (aged 21),0,Spartak Moscow
1990,Sergei Fokin,2DF,(1961-07-26)26 July 1961 (aged 28),3,CSKA Moscow
1990,Sergei Gorlukovich,2DF,(1961-11-18)18 November 1961 (aged 28),15,Borussia Dortmund
1990,Valeri Broshin,3MF,(1962-10-19)19 October 1962 (aged 27),2,CSKA Moscow
1990,Aleksandr Uvarov,1GK,(1960-01-13)13 January 1960 (aged 30),1,Dynamo Moscow
1990,Cláudio Taffarel,1GK,(1966-05-08)8 May 1966 (aged 24),26,Internacional
1990,Jorginho,2DF,(1964-08-17)17 August 1964 (aged 25),22,Bayer Leverkusen
1990,Ricardo Gomes,2DF,(1964-12-13)13 December 1964 (aged 25),30,Benfica
1990,Dunga,3MF,(1963-10-31)31 October 1963 (aged 26),21,Fiorentina
1990,Alemão,3MF,(1961-11-22)22 November 1961 (aged 28),32,Napoli
1990,Branco,2DF,(1964-04-04)4 April 1964 (aged 26),34,Porto
1990,Bismarck,3MF,(1969-09-11)11 September 1969 (aged 20),10,Vasco da Gama
1990,Valdo,3MF,(1964-01-12)12 January 1964 (aged 26),38,Benfica
1990,Careca,4FW,(1960-10-05)5 October 1960 (aged 29),46,Napoli
1990,Paulo Silas,3MF,(1965-08-27)27 August 1965 (aged 24),29,Sporting CP
1990,Romário,4FW,(1966-01-29)29 January 1966 (aged 24),24,PSV
1990,Acácio,1GK,(1959-01-20)20 January 1959 (aged 31),6,Vasco da Gama
1990,Carlos Mozer,2DF,(1960-09-19)19 September 1960 (aged 29),27,Marseille
